"","rowid","UNIQUE_ID","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100"
"3465","321","11163100104",1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,1
"3466","342","11188100104",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,2,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1
"3467","347","11191100104",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,2,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1
"3468","361","11206100104",1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"3469","375","11264100104",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,2,1,2,2,2,3,2,1,3,3,2,1
"3470","383","11244101104",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,3,2,1,3,3,2,2
"3471","384","11244102104",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,3,2,1,3,3,2,2
"3472","387","11245100104",1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"3473","528","12022100104",2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,2,3,2,3,3,2,2,2,2,2,3,2,3,2,2,3,2,3,3,3,3,2,2,2,2,3,3,3,4,3,2,4,4,3,2
"3474","555","12056100104",3,2,2,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,2,2,3,2,3,3,2,3,3,3,3,3,3,4,3,3,3,4,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,4,3,4,3,3,4,3,4,4,3,4,3,3,3,3,4,3,4,5,4,3,5,5,4,3
"3475","574","12076100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,3,2,1,3,3,2,1
"3476","576","12078100104",1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,2,1,1,2,0,1,2,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,1
"3477","581","12084100104",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,3,3,2,2,3,2,3,3,2,3,2,2,2,3,3,3,2,2,3,2,3,3,3,3,2,2,3,2,3,3,3,4,3,3,4,4,3,2
"3478","582","12085100104",3,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,4,2,3,3,3,3,3,3,4,4,3,4,4,3,3
"3479","625","12118100104",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,3,4,4,3,3,4,3,3,3,4,3,4,4,4,3,3,4,3,4,4,3,4,3,3,3,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,5,4,4,5,5,4,3
"3480","675","13028100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,3,2,1,3,3,2,1
"3481","736","16086100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,1,1,2,2,1,2,1,1,2,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,3,2,2,3,3,2,2
"3482","737","16087100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,3,2,2,3,3,2,2
"3483","762","16091100104",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,3,2,2,3,3,2,2
"3484","764","16093100104",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,3,3,2,3,3,2,2
"3485","765","16095100104",1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1,1
"3486","784","16096100104",1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1,1
"3487","786","16098100104",1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1,1
"3488","799","16100100104",1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1,1
"3489","801","16103100104",1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,2,2,2,2,1,2,2,1,1
"3490","802","16104100104",1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"3491","805","17043102104",1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,3,2,2,2,2,2,1
"3492","806","17043103104",1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,3,2,2,2,2,2,1
"3493","818","16105100104",1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"3494","821","16108100104",1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"3495","839","16111100104",0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,1,2,2,1,1
"3496","840","16112100104",0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,1,2,2,1,1
"3497","844","17053100104",1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,3,2,2,3,2,2,2
"3498","854","16052100104",1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"3499","856","16054101104",1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"3500","859","17001101104",3,3,2,3,3,3,2,3,3,2,3,2,3,3,2,3,3,3,2,3,2,2,2,2,3,3,3,3,4,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,4,4,3,4,4,4,4,3,4,3,3,4,4,4,5,4,4,5,4,4,3
"3501","860","17056100104",2,2,2,2,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,3,2,3,2,2,3,2,2,2,3,2,2,3,2,2,2,3,2,2,2,3,2,3,3,2,3,3,3,3,2,3,2,2,3,3,3,4,3,3,4,4,3,3
"3502","878","16054106104",1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"3503","896","16054107104",1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"3504","897","16055100104",1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"3505","915","16056100104",0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,1,2,2,1,1
"3506","917","17009101104",1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,3,3,3,3,2,3,3,2,2
"3507","924","17074100104",0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,1,2,2,1,1
"3508","925","17075100104",0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,1,2,2,1,1
"3509","939","18001100104",1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,3,2,2,3,2,2,2
"3510","940","18003100104",1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,3,2,2,3,2,2,2
"3511","941","18004100104",1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,3,2,2,3,2,2,2
"3512","943","16006100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,3,2,2,3,3,2,2
"3513","952","17013100104",1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"3514","953","18006100104",1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,3,3,3,3,2,3,3,2,2
"3515","972","18010100104",2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,4,3,4,4,3,4,4,3,3
"3516","975","18014100104",2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,3,2,3,3,3,3,2,3,2,2,3,3,3,4,3,3,4,3,3,3
"3517","976","18015100104",2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,3,2,3,3,3,3,2,3,2,2,3,3,3,4,3,3,4,3,3,3
"3518","989","14120101104",2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,3,3,2,3,2,2,2,2,3,3,3,4,3,2,4,4,3,2
"3519","1006","14120106104",2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,3,3,2,3,2,2,2,2,3,3,3,4,3,2,4,4,3,2
"3520","1031","14122101104",2,2,1,2,2,1,1,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,2,2,3,2,3,3,2,3,2,2,2,2,3,2,3,4,3,2,3,3,3,2
"3521","1069","14065100104",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,2,1,1,2,2,2,2,1,1,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,3,2,2,3,3,2,2
"3522","1076","13042100104",2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,3,3,2,3,2,2,2,2,3,2,3,4,3,2,4,4,3,2
"3523","1142","14147101104",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,1
"3524","1190","14162100104",3,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,4,4,3,4,4,3,3
"3525","1202","14090100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,3,2,1,3,3,2,1
"3526","1203","14091100104",2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,3,3,2,3,2,2,2,2,3,3,3,4,3,3,4,4,3,2
"3527","1205","15003100104",1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,2,2,2,3,2,1,2,2,2,1
"3528","1216","14092100104",2,1,1,2,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,3,2,2,3,2,3,2,2,2,2,3,2,3,3,3,2,3,3,3,2
"3529","1217","14093100104",2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,3,3,2,3,2,2,2,2,3,3,3,4,3,3,4,4,3,2
"3530","1218","14094100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,3,2,1,3,3,2,1
"3531","1220","14097100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,3,2,1,3,3,2,1
"3532","1233","14026104104",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,2,2,2,3,2,1,3,3,2,1
"3533","1239","14099100104",2,1,1,2,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,3,2,3,2,2,2,2,3,2,3,3,3,2,3,3,3,2
"3534","1255","13083100104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,3,2,1,3,3,2,1
"3535","1259","14031100104",1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,3,2,1,3,2,2,1
"3536","1261","14033101104",2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,3,2,3,3,2,2
"3537","1268","14105100104",2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,3,2,3,2,2,2,2,2,2,3,3,3,2,3,3,3,2
"3538","1275","14111100104",2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,3,3,2,3,2,3,2,2,3,3,3,4,3,3,4,4,3,2
"3539","1312","14116102104",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1
"3540","1319","13097100104",2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,3,1,2,2,2,2,2,3,3,3,2,3,3,2,2
"3541","1332","14117100104",2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,3,3,2,3,2,3,2,2,3,3,3,4,3,3,4,4,3,2
"3542","1341","20060102104",3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,3,4,3,3,3,3,4,3,4,3,3,4,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,4,4,3,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,4
"3543","1342","20060103104",0,0,-1,0,0,-1,-1,0,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,-1,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1
"3544","1344","20078107104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,1,2,1,1,1
"3545","1352","20060106104",0,0,-1,0,0,-1,-1,0,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,-1,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1
"3546","1354","20079100104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,2,1,1,2,1,1,1
"3547","1359","20041120104",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,2,2,2,1,1,2,2,1,1
